<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
787.0,TCKT1787,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-04 14:33:44,Low,Major,2025-01-04 14:33:44,,Open,Alice
788.0,TCKT1788,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-24 04:49:50,High,Minor,2024-12-24 04:49:50,,In Progress,Bob
789.0,TCKT1789,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-02 12:42:07,High,Major,2025-01-02 12:42:07,2025-01-02 16:42:07,Resolved,Charlie
790.0,TCKT1790,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-24 02:23:46,High,Major,2025-01-24 02:23:46,2025-01-24 06:23:46,Closed,Bob
791.0,TCKT1791,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-28 17:36:40,Critical,Major,2025-01-28 17:36:40,2025-01-28 22:36:40,Closed,Bob
792.0,TCKT1792,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-06 16:03:57,High,Critical,2024-12-06 16:03:57,2024-12-06 17:03:57,Resolved,Dana
793.0,TCKT1793,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-21 00:50:46,Critical,Minor,2025-02-21 00:50:46,2025-02-21 02:50:46,Closed,Charlie
794.0,TCKT1794,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-11 14:44:14,Critical,Major,2025-01-11 14:44:14,,Open,Eve
795.0,TCKT1795,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-24 03:59:32,High,Minor,2024-12-24 03:59:32,2024-12-24 05:59:32,Closed,Charlie
796.0,TCKT1796,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-30 13:00:37,Medium,Major,2025-01-30 13:00:37,2025-01-30 17:00:37,Closed,Alice
797.0,TCKT1797,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-03 17:39:39,Critical,Major,2024-12-03 17:39:39,2024-12-03 21:39:39,Closed,Eve
798.0,TCKT1798,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-29 20:04:52,Critical,Critical,2025-01-29 20:04:52,,In Progress,Eve
799.0,TCKT1799,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-31 11:34:36,Medium,Major,2025-01-31 11:34:36,2025-01-31 12:34:36,Closed,Eve
800.0,TCKT1800,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-28 10:23:48,Medium,Critical,2025-02-28 10:23:48,2025-02-28 12:23:48,Resolved,Bob
801.0,TCKT1801,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-19 07:27:10,Critical,Critical,2025-01-19 07:27:10,2025-01-19 12:27:10,Resolved,Charlie
802.0,TCKT1802,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-24 04:16:54,Low,Major,2025-01-24 04:16:54,2025-01-24 07:16:54,Resolved,Charlie
803.0,TCKT1803,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-08 12:11:36,Critical,Critical,2024-12-08 12:11:36,,In Progress,Dana
804.0,TCKT1804,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-23 23:59:58,Critical,Minor,2025-01-23 23:59:58,,In Progress,Alice
805.0,TCKT1805,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-06 11:07:28,Critical,Minor,2025-02-06 11:07:28,2025-02-06 14:07:28,Resolved,Dana
806.0,TCKT1806,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-10 22:48:41,Critical,Major,2024-12-10 22:48:41,2024-12-11 00:48:41,Resolved,Charlie
807.0,TCKT1807,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-14 12:19:01,Medium,Minor,2024-12-14 12:19:01,2024-12-14 14:19:01,Closed,Eve
808.0,TCKT1808,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-25 22:34:53,Low,Minor,2025-01-25 22:34:53,2025-01-26 00:34:53,Resolved,Dana
809.0,TCKT1809,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-29 02:46:51,Medium,Major,2025-01-29 02:46:51,,Open,Eve
810.0,TCKT1810,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-16 04:52:55,Medium,Minor,2025-01-16 04:52:55,,Open,Dana
811.0,TCKT1811,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-05 15:24:28,Medium,Major,2024-12-05 15:24:28,,Open,Dana
812.0,TCKT1812,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-19 18:23:41,Low,Critical,2024-12-19 18:23:41,,Open,Alice
813.0,TCKT1813,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-03 05:38:29,Critical,Major,2025-02-03 05:38:29,,In Progress,Charlie
814.0,TCKT1814,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-07 18:37:24,Medium,Critical,2025-02-07 18:37:24,2025-02-07 22:37:24,Closed,Dana
815.0,TCKT1815,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-23 17:29:34,Low,Critical,2025-01-23 17:29:34,,Open,Dana
816.0,TCKT1816,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-03 13:13:17,High,Critical,2024-12-03 13:13:17,2024-12-03 14:13:17,Resolved,Dana
817.0,TCKT1817,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-22 19:11:48,Critical,Major,2024-12-22 19:11:48,,Open,Bob
818.0,TCKT1818,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-26 11:43:44,Low,Critical,2025-01-26 11:43:44,2025-01-26 16:43:44,Resolved,Charlie
819.0,TCKT1819,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-19 00:32:37,Low,Critical,2025-02-19 00:32:37,2025-02-19 04:32:37,Closed,Eve
820.0,TCKT1820,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-18 13:30:55,Medium,Major,2024-12-18 13:30:55,,In Progress,Charlie
821.0,TCKT1821,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-20 11:56:09,High,Minor,2025-02-20 11:56:09,,Open,Eve
822.0,TCKT1822,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-07 03:39:59,Medium,Critical,2024-12-07 03:39:59,2024-12-07 04:39:59,Resolved,Dana
823.0,TCKT1823,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-11 03:00:21,Medium,Critical,2025-02-11 03:00:21,,In Progress,Dana
824.0,TCKT1824,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-04 22:39:05,Medium,Minor,2025-01-04 22:39:05,2025-01-05 01:39:05,Resolved,Eve
825.0,TCKT1825,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-14 00:54:13,Medium,Critical,2025-02-14 00:54:13,2025-02-14 01:54:13,Closed,Eve
826.0,TCKT1826,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-13 03:29:37,Low,Minor,2025-01-13 03:29:37,,Open,Dana
827.0,TCKT1827,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-04 11:26:28,High,Critical,2024-12-04 11:26:28,2024-12-04 13:26:28,Closed,Charlie
828.0,TCKT1828,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-02 19:03:52,High,Minor,2025-02-02 19:03:52,2025-02-02 20:03:52,Closed,Bob
829.0,TCKT1829,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-25 14:55:38,Medium,Critical,2024-12-25 14:55:38,2024-12-25 16:55:38,Resolved,Eve
830.0,TCKT1830,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-09 11:39:42,Low,Major,2024-12-09 11:39:42,,In Progress,Charlie
831.0,TCKT1831,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-15 05:52:20,Low,Critical,2024-12-15 05:52:20,2024-12-15 07:52:20,Resolved,Charlie
832.0,TCKT1832,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-08 03:27:54,Low,Minor,2024-12-08 03:27:54,,Open,Bob
833.0,TCKT1833,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-15 15:56:20,Critical,Critical,2025-02-15 15:56:20,2025-02-15 19:56:20,Resolved,Bob
834.0,TCKT1834,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-27 18:58:08,High,Critical,2025-01-27 18:58:08,2025-01-27 20:58:08,Closed,Eve
835.0,TCKT1835,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-15 17:26:01,Low,Major,2025-01-15 17:26:01,,In Progress,Charlie
836.0,TCKT1836,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-24 02:04:54,Low,Critical,2025-02-24 02:04:54,,In Progress,Bob
837.0,TCKT1837,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-12 12:45:28,High,Major,2025-01-12 12:45:28,,Open,Eve
838.0,TCKT1838,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-20 22:56:17,Critical,Critical,2025-01-20 22:56:17,,In Progress,Charlie
839.0,TCKT1839,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-21 19:46:01,Low,Minor,2024-12-21 19:46:01,,Open,Bob
840.0,TCKT1840,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-29 05:54:32,Low,Major,2025-01-29 05:54:32,,In Progress,Charlie
841.0,TCKT1841,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-19 12:30:14,Medium,Critical,2024-12-19 12:30:14,2024-12-19 17:30:14,Closed,Charlie
842.0,TCKT1842,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-16 22:16:24,Low,Critical,2024-12-16 22:16:24,,In Progress,Eve
843.0,TCKT1843,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-14 13:46:04,Medium,Critical,2025-02-14 13:46:04,,In Progress,Dana
844.0,TCKT1844,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-25 10:06:07,Low,Critical,2025-01-25 10:06:07,,Open,Dana
845.0,TCKT1845,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-28 01:30:38,Low,Minor,2025-02-28 01:30:38,,Open,Eve
846.0,TCKT1846,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-04 09:20:42,Medium,Minor,2024-12-04 09:20:42,2024-12-04 11:20:42,Closed,Charlie
847.0,TCKT1847,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-05 19:34:17,Medium,Major,2025-02-05 19:34:17,,Open,Dana
848.0,TCKT1848,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-03 17:35:57,Low,Minor,2024-12-03 17:35:57,,In Progress,Alice
849.0,TCKT1849,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-13 03:58:48,High,Major,2024-12-13 03:58:48,,In Progress,Bob
850.0,TCKT1850,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-08 12:06:20,Low,Critical,2025-01-08 12:06:20,,In Progress,Charlie
851.0,TCKT1851,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-26 23:57:08,Low,Minor,2025-02-26 23:57:08,,Open,Alice
852.0,TCKT1852,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-04 18:29:51,Low,Critical,2025-01-04 18:29:51,2025-01-04 22:29:51,Closed,Eve
853.0,TCKT1853,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-18 05:32:35,High,Major,2024-12-18 05:32:35,2024-12-18 10:32:35,Resolved,Bob
854.0,TCKT1854,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-07 04:59:46,Medium,Major,2025-01-07 04:59:46,2025-01-07 08:59:46,Closed,Eve
855.0,TCKT1855,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-02 01:56:06,Low,Critical,2024-12-02 01:56:06,2024-12-02 04:56:06,Resolved,Dana
856.0,TCKT1856,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-22 02:03:48,High,Major,2025-01-22 02:03:48,2025-01-22 03:03:48,Resolved,Bob
857.0,TCKT1857,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-04 15:10:50,Low,Major,2025-02-04 15:10:50,2025-02-04 16:10:50,Resolved,Eve
858.0,TCKT1858,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-19 19:20:12,High,Minor,2024-12-19 19:20:12,,Open,Alice
859.0,TCKT1859,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-17 04:25:47,Medium,Major,2025-01-17 04:25:47,2025-01-17 05:25:47,Resolved,Dana
860.0,TCKT1860,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-21 03:23:59,Medium,Critical,2024-12-21 03:23:59,,Open,Alice
861.0,TCKT1861,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-01 04:51:04,Low,Major,2024-12-01 04:51:04,2024-12-01 07:51:04,Resolved,Alice
862.0,TCKT1862,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-24 08:27:01,Critical,Major,2025-01-24 08:27:01,,Open,Eve
863.0,TCKT1863,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-21 04:29:56,Medium,Major,2025-01-21 04:29:56,2025-01-21 08:29:56,Closed,Dana
864.0,TCKT1864,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-13 06:13:29,Critical,Critical,2025-01-13 06:13:29,,In Progress,Bob
865.0,TCKT1865,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-19 20:39:47,Critical,Major,2025-02-19 20:39:47,,Open,Dana
866.0,TCKT1866,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-14 13:48:16,Medium,Critical,2024-12-14 13:48:16,,In Progress,Eve
867.0,TCKT1867,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-21 03:03:03,Critical,Critical,2024-12-21 03:03:03,2024-12-21 06:03:03,Resolved,Bob
868.0,TCKT1868,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-10 03:13:26,High,Major,2025-02-10 03:13:26,,In Progress,Alice
869.0,TCKT1869,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-26 16:16:32,Critical,Minor,2025-02-26 16:16:32,,Open,Charlie
870.0,TCKT1870,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-11-30 12:32:46,Critical,Major,2024-11-30 12:32:46,2024-11-30 14:32:46,Closed,Eve
871.0,TCKT1871,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-16 16:52:13,Medium,Critical,2025-02-16 16:52:13,,Open,Dana
872.0,TCKT1872,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-14 05:09:45,Medium,Minor,2025-02-14 05:09:45,2025-02-14 10:09:45,Resolved,Alice
873.0,TCKT1873,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-18 17:09:47,Medium,Major,2025-02-18 17:09:47,,Open,Dana
874.0,TCKT1874,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-09 11:16:48,Medium,Minor,2025-01-09 11:16:48,,In Progress,Bob
875.0,TCKT1875,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-07 22:55:45,Critical,Minor,2025-01-07 22:55:45,,Open,Bob
876.0,TCKT1876,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-25 14:59:05,Medium,Critical,2025-02-25 14:59:05,,Open,Alice
877.0,TCKT1877,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-27 21:04:33,Medium,Minor,2025-01-27 21:04:33,2025-01-28 02:04:33,Resolved,Alice
878.0,TCKT1878,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-02 11:31:47,High,Major,2024-12-02 11:31:47,2024-12-02 13:31:47,Closed,Charlie
879.0,TCKT1879,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-09 03:59:12,High,Minor,2025-02-09 03:59:12,2025-02-09 04:59:12,Resolved,Bob
880.0,TCKT1880,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-28 03:32:49,Medium,Major,2024-12-28 03:32:49,2024-12-28 07:32:49,Resolved,Charlie
881.0,TCKT1881,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-02 19:45:44,High,Major,2025-01-02 19:45:44,2025-01-02 22:45:44,Closed,Charlie
882.0,TCKT1882,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-23 23:25:16,Low,Minor,2024-12-23 23:25:16,2024-12-24 00:25:16,Resolved,Dana
883.0,TCKT1883,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-14 08:48:56,Critical,Critical,2025-01-14 08:48:56,,Open,Dana
884.0,TCKT1884,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-03 00:15:23,Medium,Major,2025-01-03 00:15:23,,Open,Dana
885.0,TCKT1885,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-20 08:10:24,Critical,Major,2025-01-20 08:10:24,,Open,Eve
886.0,TCKT1886,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-28 05:12:37,Critical,Minor,2024-12-28 05:12:37,,Open,Bob
887.0,TCKT1887,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-09 14:17:13,Low,Major,2024-12-09 14:17:13,,Open,Dana
888.0,TCKT1888,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-12 06:14:03,Low,Minor,2025-01-12 06:14:03,2025-01-12 08:14:03,Closed,Eve
889.0,TCKT1889,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-14 18:12:05,High,Major,2024-12-14 18:12:05,2024-12-14 23:12:05,Resolved,Eve
890.0,TCKT1890,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-17 16:22:04,High,Critical,2025-01-17 16:22:04,,Open,Bob
891.0,TCKT1891,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-16 20:26:54,High,Critical,2025-01-16 20:26:54,,In Progress,Dana
892.0,TCKT1892,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-25 05:26:34,Critical,Minor,2025-01-25 05:26:34,,In Progress,Charlie
893.0,TCKT1893,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-06 16:14:06,Medium,Minor,2025-01-06 16:14:06,,In Progress,Charlie
894.0,TCKT1894,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-09 12:20:21,Medium,Minor,2025-01-09 12:20:21,2025-01-09 16:20:21,Resolved,Bob
895.0,TCKT1895,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-17 17:02:45,Critical,Critical,2024-12-17 17:02:45,2024-12-17 21:02:45,Closed,Dana
896.0,TCKT1896,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-14 01:22:37,Critical,Major,2025-02-14 01:22:37,2025-02-14 06:22:37,Closed,Alice
897.0,TCKT1897,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-20 22:00:28,Medium,Major,2024-12-20 22:00:28,,Open,Eve
898.0,TCKT1898,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-29 17:10:35,Medium,Major,2025-01-29 17:10:35,,In Progress,Charlie
899.0,TCKT1899,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-28 05:18:19,High,Major,2025-01-28 05:18:19,,Open,Charlie
900.0,TCKT1900,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-27 22:50:57,Medium,Minor,2025-02-27 22:50:57,2025-02-28 02:50:57,Closed,Alice
901.0,TCKT1901,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-30 10:47:00,Critical,Major,2024-12-30 10:47:00,,Open,Dana
902.0,TCKT1902,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-03 20:19:00,Critical,Minor,2025-01-03 20:19:00,,Open,Charlie
903.0,TCKT1903,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-28 08:24:51,Medium,Major,2025-02-28 08:24:51,2025-02-28 11:24:51,Closed,Bob
904.0,TCKT1904,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-25 16:19:01,Critical,Minor,2025-02-25 16:19:01,2025-02-25 21:19:01,Closed,Bob
905.0,TCKT1905,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-18 21:38:04,Medium,Major,2025-01-18 21:38:04,,Open,Bob
